title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Data from: Transitions in smartphone addiction proneness among children: the effect of gender and use patterns
published on June 06, 2019
